,birth_year,region,health,general_happy,past_week_happy,see_friends,see_relatives,income,work_hours,job_satisfaction,weekend_internet,weekday_internet,use_twitter,internet_per_week
1359,1974.0,E. nor. central,Excellent,Very happy,,Once a year,Sev times a year,32499.0,,,,,,
1360,1967.0,E. nor. central,Good,Pretty happy,Most of the time,,,,,Very satisfied,13.0,13.0,No,91.0
1361,1975.0,E. nor. central,Good,Pretty happy,,Once a month,Sev times a mnth,54999.0,,,,,,
1362,1959.0,E. nor. central,,Very happy,,Sev times a mnth,Sev times a mnth,11249.0,,Very satisfied,0.0,0.0,No,0.0
1363,1967.0,E. nor. central,Excellent,Very happy,,Never,Sev times a mnth,44999.0,,Mod. satisfied,,,,
1364,1976.0,E. nor. central,Poor,Pretty happy,Most of the time,,,,,Mod. satisfied,,,,
1365,1950.0,E. nor. central,,Pretty happy,,Once a year,Once a year,,,,,,,
1366,1935.0,E. nor. central,Poor,Pretty happy,,Once a month,Sev times a week,,,,,,,
1367,1929.0,E. nor. central,Fair,Not too happy,Most of the time,,,,,,,,,
1368,1957.0,E. nor. central,,Pretty happy,,Once a year,Once a month,,,,2.0,4.0,No,24.0
1369,1964.0,E. nor. central,Good,Not too happy,,Once a year,Once a month,4499.0,,A little dissat,,,,
1370,1958.0,E. nor. central,Fair,Pretty happy,,Never,Once a year,27499.0,,,,,,
1371,1986.0,E. nor. central,,Not too happy,,Sev times a week,Almost daily,,,Very dissatisfied,1.0,1.0,Yes,7.0
1372,1990.0,E. nor. central,Fair,Pretty happy,,Sev times a week,Sev times a year,27499.0,,Very satisfied,,,,
1373,1996.0,E. nor. central,Excellent,Not too happy,Some of the time,,,,,,6.0,4.0,Yes,32.0
1374,1996.0,E. nor. central,,Pretty happy,,Almost daily,Almost daily,1000.0,,,2.0,0.0,Yes,4.0
1375,1993.0,E. nor. central,Excellent,Very happy,,Sev times a week,Once a month,,,,,,,
1376,1991.0,E. nor. central,Poor,Very happy,All or almost all of the time,,,,,A little dissat,2.0,0.0,No,4.0
1377,1996.0,E. nor. central,,Pretty happy,,Sev times a week,Almost daily,,,Mod. satisfied,2.0,6.0,No,34.0
1378,1985.0,E. nor. central,Good,Pretty happy,Some of the time,,,6499.0,,Very satisfied,2.0,1.0,No,9.0
1379,1990.0,E. nor. central,,Very happy,,Sev times a mnth,Once a year,,,Mod. satisfied,6.0,24.0,No,132.0
1380,1997.0,E. nor. central,Fair,Pretty happy,,Almost daily,Sev times a year,,,,,,,
1381,1986.0,E. nor. central,Excellent,Pretty happy,Most of the time,,,,,,4.0,4.0,Yes,28.0
1382,1993.0,E. nor. central,,Very happy,,Sev times a year,Once a month,,,,1.0,2.0,Yes,12.0
1383,1993.0,E. nor. central,Excellent,Pretty happy,,Almost daily,Sev times a week,,,,,,,
1384,1963.0,E. nor. central,Good,Very happy,All or almost all of the time,,,119999.0,,Very satisfied,1.0,4.0,Yes,22.0
1385,1997.0,E. nor. central,,Very happy,,Sev times a week,Almost daily,1999.0,,Mod. satisfied,3.0,1.0,Yes,11.0
1386,1976.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a mnth,67499.0,,Mod. satisfied,0.0,0.0,Yes,0.0
1387,1964.0,E. nor. central,Good,Pretty happy,,Sev times a mnth,Once a month,44999.0,,Very satisfied,,,,
1388,1969.0,E. nor. central,Fair,Very happy,Most of the time,,,37499.0,,Mod. satisfied,3.0,1.0,No,11.0
1389,1978.0,E. nor. central,,Not too happy,,Sev times a mnth,Almost daily,,,Very satisfied,,,,
1390,1962.0,E. nor. central,Good,Pretty happy,All or almost all of the time,,,44999.0,,Very satisfied,,,,
1391,1969.0,E. nor. central,,Pretty happy,,Never,Almost daily,,,Mod. satisfied,,,,
1392,1949.0,E. nor. central,Good,Very happy,All or almost all of the time,,,,,Very satisfied,,,,
1393,1959.0,Mountain,Good,Pretty happy,,Sev times a year,Sev times a mnth,5499.0,32.0,Mod. satisfied,,,,
1394,1927.0,Mountain,Excellent,Pretty happy,Most of the time,,,67499.0,,,2.0,0.0,No,4.0
1395,1965.0,Mountain,,Not too happy,,Sev times a mnth,Sev times a week,,,,,,No,
1396,1984.0,Mountain,Poor,Very happy,,Sev times a mnth,Once a year,,,,,,,
1397,1994.0,Mountain,Poor,Not too happy,Some of the time,,,,,Mod. satisfied,4.0,4.0,No,28.0
1398,1974.0,Mountain,,Not too happy,,Sev times a mnth,Sev times a week,,,A little dissat,1.0,1.0,No,7.0
1399,1979.0,Mountain,Good,Pretty happy,,Never,Once a year,,,Mod. satisfied,,,,
1400,1962.0,Mountain,Good,Pretty happy,,Never,Once a year,8999.0,,,,,,
1401,1992.0,Mountain,Good,Not too happy,Most of the time,,,,,Very satisfied,0.0,8.0,No,40.0
1402,1991.0,Mountain,Good,Very happy,,Once a month,Once a month,1999.0,,Very satisfied,,,,
1403,1972.0,Mountain,Good,Not too happy,Some of the time,,,1000.0,,Very dissatisfied,5.0,5.0,No,35.0
1404,1991.0,Mountain,Fair,Pretty happy,,Sev times a mnth,Sev times a year,16249.0,,,,,,
1405,1992.0,Mountain,Poor,Pretty happy,None or almost none of the time,,,99999.0,,Mod. satisfied,2.0,2.0,No,14.0
1406,1938.0,Mountain,Poor,Not too happy,Some of the time,,,,,,2.0,1.0,Yes,9.0
1407,1993.0,Mountain,,Not too happy,,Sev times a week,Sev times a year,3499.0,,Mod. satisfied,3.0,2.0,Yes,16.0
1408,1978.0,Mountain,Good,Very happy,Most of the time,,,23749.0,,Very satisfied,6.0,2.0,No,22.0
1409,1959.0,Mountain,Good,Very happy,,Once a year,Sev times a mnth,54999.0,,,,,,
1410,1946.0,Mountain,Good,Not too happy,Most of the time,,,,,,3.0,3.0,No,21.0
1411,1947.0,Mountain,,Very happy,,Sev times a year,Once a month,,,,1.0,1.0,No,7.0
1412,1939.0,Mountain,Poor,Not too happy,,Once a month,Sev times a mnth,,,,,,,
1413,1931.0,Mountain,Good,Pretty happy,,Once a month,Never,,,,,,,
1414,1991.0,Mountain,,Pretty happy,,Sev times a week,Sev times a mnth,,,Very satisfied,,,,
1415,1954.0,Mountain,Excellent,Pretty happy,,Sev times a week,Sev times a week,,,,,,,
1416,1932.0,Mountain,Fair,Pretty happy,None or almost none of the time,,,,,,,,,
1417,1945.0,Mountain,Good,Not too happy,,Once a year,Sev times a mnth,,,,,,,
1418,1962.0,Mountain,,Pretty happy,,Sev times a mnth,Sev times a mnth,67499.0,,Mod. satisfied,,,,
1419,1942.0,Mountain,,Pretty happy,,Once a year,Sev times a year,,,,,,,
1420,1979.0,E. nor. central,,Very happy,,Sev times a mnth,Once a month,99999.0,,Very satisfied,2.0,8.0,No,44.0
1421,1936.0,E. nor. central,Poor,Pretty happy,Some of the time,,,,,,0.0,1.0,No,5.0
1422,1942.0,E. nor. central,,Pretty happy,,Once a month,Once a month,,,,,,No,
1423,1979.0,E. nor. central,Good,Pretty happy,Most of the time,,,44999.0,,Mod. satisfied,2.0,1.0,No,9.0
1424,1983.0,E. nor. central,,Very happy,,Sev times a mnth,Sev times a week,54999.0,,Very satisfied,1.0,1.0,Yes,7.0
1425,1954.0,E. nor. central,Good,Pretty happy,,Sev times a year,Sev times a year,,,Very satisfied,,,,
1426,1942.0,E. nor. central,Fair,Pretty happy,All or almost all of the time,,,,,,,,,
1427,1933.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a year,,,,,,,
1428,1976.0,E. nor. central,Good,Pretty happy,,Sev times a week,Sev times a week,,,,,,,
1429,1959.0,E. nor. central,,Pretty happy,,Once a month,Sev times a week,67499.0,,Very satisfied,,,,
1430,1966.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a year,54999.0,,Mod. satisfied,3.0,3.0,No,21.0
1431,1985.0,E. nor. central,Excellent,Pretty happy,,Sev times a year,Sev times a year,32499.0,,,,,,
1432,1980.0,E. nor. central,Good,Pretty happy,Most of the time,,,67499.0,,Mod. satisfied,1.0,3.0,Yes,17.0
1433,1933.0,E. nor. central,Fair,Not too happy,,Never,Sev times a week,54999.0,,,,,,
1434,1958.0,E. nor. central,Poor,Pretty happy,Most of the time,,,67499.0,,Very satisfied,4.0,8.0,No,48.0
1435,1987.0,E. nor. central,Fair,Pretty happy,,Sev times a week,Sev times a year,32499.0,,Mod. satisfied,,,,
1436,1966.0,E. nor. central,Good,Pretty happy,Some of the time,,,67499.0,,Mod. satisfied,,,,
1437,1952.0,E. nor. central,Fair,Pretty happy,Most of the time,,,,,,2.0,2.0,No,14.0
1438,1973.0,E. nor. central,,Very happy,,Once a month,Sev times a week,44999.0,,Very satisfied,2.0,2.0,No,14.0
1439,1962.0,E. nor. central,,Pretty happy,,Sev times a mnth,Once a month,119999.0,,Very satisfied,0.0,0.0,No,0.0
1440,1944.0,E. nor. central,Good,Not too happy,Some of the time,,,,,,2.0,1.0,No,9.0
1441,1985.0,E. nor. central,Excellent,Very happy,All or almost all of the time,,,37499.0,40.0,Mod. satisfied,1.0,1.0,No,7.0
1442,1986.0,E. nor. central,Excellent,Very happy,,Sev times a week,Once a month,82499.0,,Very satisfied,,,,
1443,1980.0,E. nor. central,Excellent,Pretty happy,Most of the time,,,32499.0,,Mod. satisfied,1.0,3.0,No,17.0
1444,1944.0,E. nor. central,,Very happy,,Sev times a mnth,Once a year,,,,,,,
1445,1960.0,E. nor. central,Good,Pretty happy,,Sev times a year,Sev times a year,82499.0,,,,,,
1446,1987.0,E. nor. central,Good,Pretty happy,All or almost all of the time,,,13749.0,,Very satisfied,2.0,2.0,No,14.0
1447,1933.0,E. nor. central,Good,Pretty happy,,Once a month,Sev times a year,,,Mod. satisfied,,,,
1448,1936.0,E. nor. central,Good,Very happy,All or almost all of the time,,,,,,0.0,0.0,No,0.0
1449,1955.0,E. nor. central,Fair,Not too happy,Some of the time,,,5499.0,,Very satisfied,1.0,4.0,No,22.0
1450,1963.0,E. nor. central,,Pretty happy,,Sev times a mnth,Sev times a mnth,99999.0,,Very satisfied,,,,
1451,1955.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a year,,,Mod. satisfied,1.0,2.0,No,12.0
1452,1964.0,E. nor. central,Excellent,Pretty happy,Most of the time,,,16249.0,,Very satisfied,0.0,0.0,No,0.0
1453,1979.0,Mountain,,Very happy,,Never,Sev times a mnth,44999.0,,A little dissat,,,,
1454,1992.0,Mountain,Good,Pretty happy,,Sev times a week,Sev times a week,37499.0,,Very satisfied,,,,
1455,1966.0,Mountain,,Not too happy,,Once a month,Sev times a mnth,,,Very dissatisfied,2.0,1.0,No,9.0
1456,1988.0,Mountain,Good,Pretty happy,,Sev times a week,Sev times a year,23749.0,,,,,,
1457,1986.0,Mountain,Fair,Pretty happy,Most of the time,,,,,,0.0,2.0,Yes,10.0
1458,1980.0,Mountain,,Pretty happy,,Sev times a year,Sev times a mnth,18749.0,,Mod. satisfied,,,No,
1459,1992.0,Mountain,,Pretty happy,,Sev times a week,Sev times a year,,,Very satisfied,4.0,12.0,Yes,68.0
1460,1953.0,Mountain,Good,Very happy,,Sev times a year,Almost daily,16249.0,,,,,,
1461,1994.0,Mountain,,Pretty happy,,Almost daily,Sev times a year,8999.0,,Mod. satisfied,1.0,0.0,No,2.0
1462,1996.0,Mountain,Good,Pretty happy,All or almost all of the time,,,4499.0,,Very satisfied,6.0,5.0,Yes,37.0
1463,1985.0,Mountain,,Not too happy,,Never,Sev times a week,1999.0,,Very satisfied,,,No,
1464,1985.0,Mountain,Good,Pretty happy,All or almost all of the time,,,21249.0,,Very satisfied,0.0,1.0,No,5.0
1465,1942.0,Mountain,Fair,Pretty happy,All or almost all of the time,,,,,,,,,
1466,1933.0,Mountain,,Pretty happy,,Never,Sev times a week,,,,,,,
1467,1955.0,Mountain,Poor,,Most of the time,,,139999.0,,Mod. satisfied,,,No,
1468,1994.0,Mountain,,Pretty happy,,Sev times a mnth,Sev times a mnth,18749.0,,Very satisfied,2.0,1.0,Yes,9.0
1469,1953.0,Mountain,Good,Pretty happy,,Once a month,Sev times a week,18749.0,,Very satisfied,,,,
1470,1970.0,Mountain,Good,Pretty happy,,Sev times a year,Once a year,54999.0,,,,,,
1471,1933.0,Mountain,Good,Very happy,,Sev times a year,Sev times a mnth,,,,,,,
1472,1978.0,Mountain,,Very happy,,Once a month,Almost daily,,,Very satisfied,1.0,1.0,No,7.0
1473,1936.0,Mountain,Good,Pretty happy,,Sev times a year,Sev times a mnth,,,,,,,
1474,1958.0,Mountain,Fair,Pretty happy,Most of the time,,,,,,1.0,1.0,No,7.0
1475,1964.0,E. sou. central,Fair,Pretty happy,,Once a month,Once a month,13749.0,,,,,,
1476,1985.0,E. sou. central,Good,Very happy,,Once a month,Once a month,32499.0,,Very satisfied,,,,
1477,1982.0,E. sou. central,Excellent,Very happy,All or almost all of the time,,,44999.0,,Mod. satisfied,1.0,8.0,No,42.0
1478,1985.0,E. sou. central,,Pretty happy,,Sev times a mnth,Sev times a week,,,Very satisfied,6.0,6.0,Yes,42.0
1479,1953.0,E. sou. central,,Pretty happy,,Sev times a year,Sev times a week,,,A little dissat,1.0,8.0,No,42.0
1480,1959.0,E. sou. central,Fair,Pretty happy,,Once a month,Sev times a mnth,67499.0,,Very satisfied,,,,
1481,1971.0,E. sou. central,,Pretty happy,,Sev times a year,Sev times a year,82499.0,,Mod. satisfied,5.0,5.0,No,35.0
1482,1956.0,E. sou. central,Good,Very happy,,Once a year,Sev times a week,44999.0,,,,,,
1483,1949.0,E. sou. central,Good,Pretty happy,Most of the time,,,13749.0,,Very satisfied,0.0,2.0,No,10.0
1484,1953.0,E. sou. central,,Pretty happy,,Sev times a year,Never,27499.0,,Mod. satisfied,1.0,2.0,No,12.0
1485,1966.0,E. sou. central,Poor,Not too happy,Most of the time,,,37499.0,,Very satisfied,3.0,4.0,No,26.0
1486,1987.0,E. sou. central,,Pretty happy,,Once a month,Sev times a week,37499.0,,Very satisfied,,20.0,No,
1487,1993.0,E. sou. central,Poor,Not too happy,,Sev times a week,Sev times a week,,,A little dissat,,,,
1488,1957.0,E. sou. central,Excellent,Pretty happy,Most of the time,,,32499.0,,Very satisfied,4.0,8.0,No,48.0
1489,1978.0,E. sou. central,Good,Very happy,All or almost all of the time,,,54999.0,,Very satisfied,4.0,3.0,Yes,23.0
1490,1984.0,E. sou. central,,Very happy,,Sev times a week,Sev times a year,67499.0,,Mod. satisfied,10.0,15.0,No,95.0
1491,1984.0,E. sou. central,Excellent,Pretty happy,,Sev times a mnth,Once a month,54999.0,,,,,,
1492,1968.0,E. sou. central,Fair,Not too happy,,Sev times a year,Sev times a year,44999.0,,,,,,
1493,1952.0,E. sou. central,Good,Pretty happy,Most of the time,,,27499.0,,Mod. satisfied,,,No,
1494,1986.0,E. sou. central,,Pretty happy,,Sev times a week,Once a month,67499.0,,Mod. satisfied,4.0,10.0,Yes,58.0
1495,1991.0,E. sou. central,Good,Pretty happy,,Once a month,Sev times a week,6499.0,,A little dissat,,,,
1496,1968.0,E. sou. central,Good,Not too happy,Some of the time,,,,,Mod. satisfied,1.0,1.0,No,7.0
1497,1987.0,E. sou. central,,Pretty happy,,Once a month,Once a month,,,Mod. satisfied,,,,
1498,1993.0,E. sou. central,Excellent,Pretty happy,,Sev times a week,Sev times a mnth,,,Very satisfied,,,,
1499,1972.0,E. sou. central,Good,Very happy,Most of the time,,,54999.0,,Very satisfied,1.0,2.0,No,12.0
1500,1961.0,E. sou. central,,Very happy,,Sev times a mnth,Sev times a week,119999.0,,Very satisfied,1.0,2.0,No,12.0
1501,1991.0,E. sou. central,Excellent,Very happy,All or almost all of the time,,,44999.0,,Very satisfied,4.0,10.0,Yes,58.0
1502,1957.0,E. sou. central,Good,Pretty happy,,Sev times a mnth,Sev times a year,119999.0,,,,,,
1503,1956.0,E. sou. central,,Very happy,,Sev times a year,Sev times a mnth,82499.0,,Very satisfied,5.0,3.0,No,25.0
1504,1963.0,E. sou. central,Fair,Pretty happy,,Sev times a year,Once a month,18749.0,,Mod. satisfied,,,,
1505,1970.0,New england,Fair,Pretty happy,Some of the time,,,,,Very satisfied,,,No,
1506,1930.0,New england,Good,Very happy,Most of the time,,,,,,0.0,1.0,No,5.0
1507,1987.0,New england,Good,Pretty happy,Most of the time,,,,,Mod. satisfied,2.0,4.0,Yes,24.0
1508,1946.0,New england,,Pretty happy,,Sev times a year,Sev times a week,,,,,,No,
1509,1966.0,New england,Excellent,Very happy,Most of the time,,,54999.0,,Very satisfied,1.0,1.0,No,7.0
1510,1937.0,New england,Excellent,Very happy,Most of the time,,,,,,,,,
1511,1987.0,New england,,Pretty happy,,Never,Once a month,23749.0,,Mod. satisfied,,,No,
1512,1966.0,New england,Good,Pretty happy,Most of the time,,,54999.0,,Mod. satisfied,2.0,12.0,Yes,64.0
1513,1955.0,New england,Fair,Not too happy,Most of the time,,,,,,,,,
1514,1993.0,New england,,Not too happy,,Sev times a mnth,Sev times a week,,,,5.0,2.0,Yes,20.0
1515,1995.0,New england,Excellent,Very happy,,Sev times a mnth,Sev times a mnth,27499.0,,,,,,
1516,1987.0,New england,Excellent,Very happy,Most of the time,,,21249.0,,,2.0,2.0,No,14.0
1517,1936.0,New england,,Pretty happy,,Once a year,Once a month,,,,,,,
1518,1991.0,New england,Good,Pretty happy,,Sev times a week,Sev times a week,16249.0,,Mod. satisfied,,,,
1519,1945.0,New england,Excellent,Not too happy,All or almost all of the time,,,,,Very satisfied,,,,
1520,1948.0,New england,,Very happy,,Sev times a year,Sev times a mnth,,,,2.0,1.0,No,9.0
1521,1961.0,New england,Poor,Not too happy,Some of the time,,,,,,,,,
1522,1969.0,New england,Good,Pretty happy,,Once a month,Sev times a week,67499.0,,,,,,
1523,1952.0,New england,,Pretty happy,,Once a month,Once a month,,,,1.0,1.0,Yes,7.0
1524,1943.0,New england,Fair,Not too happy,,Never,Never,,,,,,,
1525,1936.0,New england,Good,Pretty happy,Most of the time,,,,,,1.0,1.0,No,7.0
1526,1959.0,New england,,Not too happy,,Once a month,Sev times a year,,,Mod. satisfied,,,No,
1527,1961.0,New england,,Not too happy,,Almost daily,Never,,,,0.0,0.0,No,0.0
1528,1930.0,New england,Good,Pretty happy,,Never,Sev times a week,1000.0,,,,,,
1529,1969.0,New england,Good,Very happy,Most of the time,,,67499.0,,Very satisfied,1.0,1.0,No,7.0
1530,1964.0,New england,Good,Pretty happy,,Sev times a week,Sev times a mnth,170000.0,,Mod. satisfied,,,,
1531,1955.0,New england,Good,Pretty happy,Most of the time,,,,,,,,,
1532,1982.0,New england,,Pretty happy,,Sev times a year,Sev times a mnth,21249.0,,Mod. satisfied,0.0,0.0,Yes,0.0
1533,1951.0,New england,,Pretty happy,,Once a year,Sev times a year,,,,,,,
1534,1947.0,New england,,Pretty happy,,Once a year,Once a month,4499.0,16.0,Mod. satisfied,,,No,
1535,1963.0,New england,Good,Pretty happy,,Once a month,Sev times a week,67499.0,,,,,,
1536,1952.0,New england,Good,Not too happy,None or almost none of the time,,,37499.0,,Very dissatisfied,2.0,1.0,No,9.0
1537,1948.0,Middle atlantic,,Pretty happy,,Once a month,Once a month,159999.0,,Very satisfied,0.0,0.0,No,0.0
1538,1950.0,Middle atlantic,Good,Pretty happy,,Sev times a year,Once a month,,,,,,,
1539,1973.0,Middle atlantic,Excellent,Not too happy,Most of the time,,,18749.0,,Very satisfied,,,,
1540,1995.0,Middle atlantic,,Not too happy,,Sev times a week,Almost daily,,,Mod. satisfied,2.0,1.0,No,9.0
1541,1956.0,Middle atlantic,Excellent,Very happy,Most of the time,,,18749.0,,Very satisfied,,,,
1542,1970.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Sev times a year,,,Very satisfied,5.0,5.0,No,35.0
1543,1993.0,Middle atlantic,Good,Pretty happy,,Sev times a mnth,Almost daily,6499.0,,,,,,
1544,1983.0,Middle atlantic,,Not too happy,,Never,Once a year,,,A little dissat,2.0,1.0,No,9.0
1545,1950.0,Middle atlantic,Poor,Very happy,,Once a month,Sev times a mnth,3499.0,,,,,,
1546,1973.0,Middle atlantic,Good,Pretty happy,Most of the time,,,8999.0,,Mod. satisfied,0.0,1.0,No,5.0
1547,1976.0,Middle atlantic,,Not too happy,,Never,Never,1000.0,,A little dissat,,,No,
1548,1957.0,Middle atlantic,Good,Very happy,All or almost all of the time,,,44999.0,,Mod. satisfied,1.0,8.0,Yes,42.0
1549,1950.0,Middle atlantic,,Not too happy,,Never,Never,,,,,,,
1550,1974.0,Middle atlantic,,Pretty happy,,Once a month,Never,,,Very satisfied,1.0,0.0,No,2.0
1551,1962.0,Middle atlantic,,Pretty happy,,Sev times a week,Sev times a year,32499.0,,Very satisfied,,15.0,No,
1552,1992.0,Middle atlantic,Good,Pretty happy,,Sev times a mnth,Sev times a mnth,13749.0,,A little dissat,,,,
1553,1980.0,Middle atlantic,Fair,Not too happy,Some of the time,,,,,Mod. satisfied,3.0,3.0,No,21.0
1554,1964.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Sev times a week,11249.0,,A little dissat,,,,
1555,1990.0,Middle atlantic,Good,Pretty happy,,Sev times a week,Sev times a week,6499.0,,,,,,
1556,1952.0,Middle atlantic,Good,Not too happy,All or almost all of the time,,,7499.0,,Mod. satisfied,1.0,1.0,No,7.0
1557,1939.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a year,,,,,,,
1558,1953.0,Middle atlantic,,,,,,,,Very satisfied,,,,
1559,1958.0,Middle atlantic,Good,Pretty happy,,Sev times a mnth,Sev times a mnth,67499.0,,,,,,
1560,1940.0,Middle atlantic,Fair,Pretty happy,Most of the time,,,,,,,,,
1561,1948.0,Middle atlantic,Fair,Not too happy,,Once a month,Sev times a mnth,5499.0,,Very satisfied,,,,
1562,1927.0,Middle atlantic,Good,Pretty happy,Most of the time,,,,,,,,,
1563,1996.0,Middle atlantic,,Pretty happy,,Sev times a week,Almost daily,4499.0,40.0,Mod. satisfied,6.0,4.0,No,32.0
1564,1953.0,Middle atlantic,Excellent,Pretty happy,,Sev times a mnth,Sev times a year,67499.0,,,,,,
1565,1959.0,Middle atlantic,Fair,Pretty happy,Most of the time,,,,,Mod. satisfied,2.0,2.0,No,14.0
1566,1950.0,Middle atlantic,Good,Pretty happy,,Never,Once a month,,,,,,,
1567,1953.0,Middle atlantic,Good,Pretty happy,Some of the time,,,82499.0,,Very satisfied,,,,
1568,1941.0,Middle atlantic,Excellent,Very happy,,Once a month,Once a year,,,,,,,
1569,1950.0,Middle atlantic,Fair,Pretty happy,Most of the time,,,1000.0,,Very satisfied,,,No,
1570,1963.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Once a month,67499.0,,Mod. satisfied,1.0,1.0,No,7.0
1571,1967.0,Middle atlantic,Fair,Pretty happy,,Sev times a mnth,Almost daily,82499.0,,Mod. satisfied,,,,
1572,1959.0,Middle atlantic,Good,Very happy,All or almost all of the time,,,99999.0,,Mod. satisfied,,,No,
1573,1975.0,Middle atlantic,Fair,Very happy,Most of the time,,,44999.0,,Very satisfied,2.0,1.0,No,9.0
1574,1974.0,Middle atlantic,Good,Pretty happy,,Sev times a mnth,Once a month,67499.0,,Mod. satisfied,,,,
1575,1978.0,Middle atlantic,Good,Pretty happy,Most of the time,,,54999.0,40.0,A little dissat,4.0,4.0,No,28.0
1576,1982.0,Middle atlantic,Fair,Pretty happy,Some of the time,,,,,,1.0,3.0,No,17.0
1577,1944.0,Middle atlantic,,Not too happy,,Never,Never,,,,,,,
1578,1977.0,Middle atlantic,Fair,Not too happy,Some of the time,,,5499.0,,Very satisfied,12.0,12.0,No,84.0
1579,1978.0,Middle atlantic,Good,Pretty happy,,Sev times a mnth,Sev times a week,18749.0,,,,,,
1580,1961.0,Middle atlantic,Excellent,Pretty happy,,Once a year,Sev times a week,37499.0,,Very satisfied,,,,
1581,1931.0,Middle atlantic,Good,Pretty happy,,Never,Sev times a year,,,,,,,
1582,1984.0,Middle atlantic,Good,Pretty happy,Most of the time,,,13749.0,,Mod. satisfied,2.0,1.0,No,9.0
1583,1974.0,Middle atlantic,,Pretty happy,,Once a year,Sev times a week,,,Very satisfied,,1.0,No,
1584,1981.0,Middle atlantic,Good,Pretty happy,,Sev times a week,Sev times a week,54999.0,,Very satisfied,,,,
1585,1983.0,Middle atlantic,,Not too happy,,Sev times a year,Sev times a year,,,,,,,
1586,1984.0,Middle atlantic,Good,Not too happy,Some of the time,,,21249.0,,Mod. satisfied,0.0,0.0,Yes,0.0
1587,1949.0,Middle atlantic,Excellent,Pretty happy,Most of the time,,,16249.0,,Very satisfied,2.0,1.0,Yes,9.0
1588,1988.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a week,32499.0,,Very satisfied,1.0,1.0,No,7.0
1589,1957.0,Middle atlantic,Excellent,Very happy,,Sev times a mnth,Almost daily,32499.0,,,,,,
1590,1959.0,Middle atlantic,Fair,Pretty happy,Most of the time,,,37499.0,,,1.0,1.0,No,7.0
1591,1965.0,Middle atlantic,,Pretty happy,,Sev times a year,Sev times a year,,,,2.0,2.0,No,14.0
1592,1950.0,Middle atlantic,Good,Very happy,,Sev times a week,Sev times a mnth,44999.0,,,,,,
1593,1981.0,Middle atlantic,Excellent,Pretty happy,Most of the time,,,44999.0,,Mod. satisfied,0.0,1.0,No,5.0
1594,1988.0,Middle atlantic,Good,Pretty happy,All or almost all of the time,,,,,Mod. satisfied,2.0,7.0,No,39.0
1595,1964.0,Middle atlantic,Good,Pretty happy,All or almost all of the time,,,82499.0,,Mod. satisfied,2.0,6.0,No,34.0
1596,1927.0,Middle atlantic,Good,Not too happy,Most of the time,,,,,,,,,
1597,1947.0,Middle atlantic,Good,Pretty happy,,Once a month,Sev times a week,,,,,,,
1598,1961.0,Middle atlantic,Good,Pretty happy,Most of the time,,,,,Very satisfied,,,,
1599,1968.0,Middle atlantic,Good,Very happy,,Sev times a year,Sev times a mnth,67499.0,,,,,,
1600,1949.0,Middle atlantic,Good,Very happy,All or almost all of the time,,,,,,,,,
1601,1980.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a mnth,,,Very satisfied,1.0,1.0,No,7.0
1602,1950.0,Middle atlantic,Good,Very happy,All or almost all of the time,,,32499.0,,Very satisfied,2.0,1.0,No,9.0
1603,1985.0,Middle atlantic,Excellent,Pretty happy,,Sev times a year,Once a month,,,Mod. satisfied,,,,
1604,1959.0,Middle atlantic,Fair,Pretty happy,Some of the time,,,1999.0,,A little dissat,,,,
1605,1968.0,Middle atlantic,Fair,Not too happy,Some of the time,,,,,,,,,
1606,1981.0,Middle atlantic,,Pretty happy,,Almost daily,Almost daily,11249.0,,A little dissat,4.0,2.0,No,18.0
1607,1957.0,Middle atlantic,Poor,Not too happy,Some of the time,,,,,A little dissat,,,,
1608,1957.0,Middle atlantic,Poor,Not too happy,All or almost all of the time,,,,,,,,,
1609,1981.0,Middle atlantic,,Very happy,,Once a month,Once a month,11249.0,,A little dissat,1.0,0.0,No,2.0
1610,1964.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Once a month,,,A little dissat,2.0,1.0,No,9.0
1611,1979.0,Middle atlantic,Good,Pretty happy,Most of the time,,,44999.0,,Very satisfied,8.0,5.0,Yes,41.0
1612,1981.0,Middle atlantic,Good,Very happy,,Once a month,Once a month,,,,,,,
1613,1955.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a mnth,,,A little dissat,1.0,3.0,No,17.0
1614,1949.0,Middle atlantic,Good,Pretty happy,Most of the time,,,13749.0,,Mod. satisfied,,,,
1615,1936.0,Middle atlantic,,Pretty happy,,Sev times a year,Sev times a week,,,,,,,
1616,1986.0,Middle atlantic,Good,Pretty happy,Some of the time,,,54999.0,,Very satisfied,4.0,8.0,No,48.0
1617,1960.0,Middle atlantic,,Very happy,,Sev times a year,Sev times a year,67499.0,,Very satisfied,2.0,5.0,No,29.0
