Player Name,Season,Statistic,Variable,Value
Nathan Green,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.2
Chez Reavie,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.2
George McNeill,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.3
Johnson Wagner,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.5
Brandt Snedeker,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.7
Y.E. Yang,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.7
David Hearn,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.8
Trevor Immelman,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.8
Ian Poulter,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.8
Brendon Todd,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.8
Stewart Cink,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.9
Marc Leishman,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179
William McGirt,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179
Geoff Ogilvy,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.1
Pat Perez,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.1
Cameron Beckman,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.2
Jason Bohn,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.4
Ryan Moore,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.4
Robert Allenby,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.6
Kris Blanks,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.8
Michael Thompson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180
Zach Johnson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.2
David Mathis,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.2
Stephen Ames,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.3
Sung Kang,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.4
Justin Rose,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.4
K.J. Choi,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.8
Charlie Wi,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.8
Brian Davis,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.9
Brian Gay,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181
Kevin Na,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.6
Jerry Kelly,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.9
Graeme McDowell,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.9
Bob Estes,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),182
David Toms,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),182.3
Dicky Pride,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),182.4
Jim Furyk,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),183
Justin Leonard,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),183.4
John Mallinger,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),183.6
Gavin Coles,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),183.8
Mark Wilson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),184.2
Ryuji Imada,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),184.5
Billy Hurley III,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),184.9
Greg Chalmers,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),185.3
Colt Knost,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),185.9
Ben Curtis,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),186
Bryce Molder,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),186.1
Luke Donald,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),186.9
Tom Pernice Jr.,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),187
Chris DiMarco,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),187.1
Nick O'Hern,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),189.7
Tiger Woods,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$8,703,439 "
Henrik Stenson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$6,488,230 "
Matt Kuchar,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$5,616,808 "
Phil Mickelson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$5,495,793 "
Brandt Snedeker,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$5,318,087 "
Adam Scott,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,967,611 "
Steve Stricker,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,590,532 "
Justin Rose,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,296,148 "
Zach Johnson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,044,509 "
Jordan Spieth,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,879,820 "
Bill Haas,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,650,563 "
Keegan Bradley,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,636,813 "
Jason Day,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,625,030 "
Billy Horschel,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,551,703 "
Jim Furyk,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,204,779 "
Webb Simpson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,132,582 "
Jason Dufner,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,132,268 "
Kevin Streelman,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,088,284 "
Hunter Mahan,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,036,164 "
Dustin Johnson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,963,214 "
Graham DeLaet,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,834,900 "
Boo Weekley,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,786,662 "
D.A. Points,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,708,887 "
Nick Watney,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,477,639 "
Graeme McDowell,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,337,095 "
Charl Schwartzel,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,256,723 "
Sergio Garcia,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,251,139 "
Harris English,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,201,167 "
Roberto Castro,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,154,898 "
Jimmy Walker,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,117,570 "
Lee Westwood,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,081,731 "
Russell Henley,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,070,526 "
Jonas Blixt,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,027,517 "
John Merrick,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,969,478 "
Patrick Reed,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,961,519 "
Rickie Fowler,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,941,742 "
Luke Donald,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,930,646 "
Charles Howell III,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,927,389 "
Gary Woodland,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,915,732 "
Bubba Watson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,890,526 "
Ian Poulter,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,879,713 "
Scott Piercy,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,830,084 "
Martin Laird,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,805,393 "
Rory McIlroy,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,802,443 "
Brendon de Jonge,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,795,244 "
Angel Cabrera,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,791,183 "
Michael Thompson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,763,887 "
David Lingmerth,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,748,109 "
Chris Kirk,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,728,616 "
Matt Jones,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,724,707 "
Ken Duke,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,722,583 "
Sangmoon Bae,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,714,640 "
David Lynn,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,633,253 "
Scott Stallings,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,622,627 "
Chris Stroud,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,602,122 "
Kevin Chappell,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,589,839 "
Charley Hoffman,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,582,423 "
Tim Clark,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,530,952 "
John Huh,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,529,482 "
Ryan Palmer,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,521,592 "
Marc Leishman,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,491,359 "
Ryan Moore,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,490,265 "
Kyle Stanley,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,462,943 "
Brian Gay,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,426,017 "
Josh Teater,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,332,652 "
Derek Ernst,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,330,856 "
Rory Sabbatini,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,327,822 "
Kevin Stadler,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,281,177 "
Daniel Summerhays,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,277,886 "
Brian Davis,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,271,524 "
Jason Kokrak,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,267,525 "
Freddie Jacobson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,236,722 "
Matt Every,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,188,867 "
Ernie Els,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,173,761 "
David Hearn,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,171,515 "
John Rollins,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,164,049 "
Bo Van Pelt,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,156,629 "
Robert Garrigus,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,132,355 "
Stewart Cink,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,052,712 "
Brian Stuard,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,032,028 "
Jeff Maggert,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,022,331 "
Scott Brown,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,012,142 "
Brendan Steele,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,004,161 "
Luke Guthrie,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$991,902 "
Pat Perez,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$974,800 "
K.J. Choi,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$973,751 "
Cameron Tringale,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$971,209 "
Nicholas Thompson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$959,434 "
Richard Lee,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$920,836 "
Charlie Beljan,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$916,229 "
Mark Wilson,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$913,730 "
Brian Harman,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$909,759 "
Geoff Ogilvy,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$892,920 "
Martin Kaymer,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$882,937 "
D.H. Lee,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$882,793 "
Morgan Hoffmann,2013,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$871,003 "
