rank,Game,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,Area Control,Dice Rolling,Variable Player Powers,Partnerships,Set Collection,Hand Management,Deck,Tile Placement,Simulation,Storytelling,Memory,Player Elimination,Role Playing,Press Your Luck,owned,category,Environmental,Medical,Card Game,Civilization,Economic,Fantasy,Puzzle,TV/Movie/Radio,War,Horror,Murder/Mystery,Party Game,Trivia,Racing,Territory Building,Adventure,Dice
1846,12 Thieves,2,4,45,45,45,2006,6.44547,6.03595,1336,8,"Area Movement, Hand Management",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1516,Arabian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,Three-Dragon Ante,2,6,20,20,20,2005,6.4609,6.03514,1386,12,"Betting/Wagering, Hand Management",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2327,"Card Game, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1848,Carcassonne: Amazonas,2,5,35,35,35,2016,7.36195,6.03486,393,8,Tile Placement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,Das Motorsportspiel,2,12,120,120,120,1995,7.4689,6.03479,351,10,"Roll / Spin and Move, Simulation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,437,"Racing, Real-time, Sports",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1850,Via Appia,2,4,45,45,45,2013,6.66518,6.03473,817,8,"Press Your Luck, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1261,"Action / Dexterity, Ancient",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,Boggle,1,8,10,10,10,1972,6.1812,6.03328,5343,8,"Paper-and-Pencil, Pattern Recognition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7622,"Dice, Real-time, Word Game",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1852,Slide 5,2,10,30,30,30,2007,6.54887,6.03299,997,8,Simultaneous Action Selection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,"Card Game, Number, Party Game",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1853,Strike,2,5,15,15,15,2012,6.69529,6.03298,782,8,"Dice Rolling, Press Your Luck",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1033,"Action / Dexterity, Dice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1854,Qwirkle Cubes,2,4,45,45,45,2009,6.59377,6.03293,912,6,"Dice Rolling, Pattern Building, Pattern Recognition, Tile Placement",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1596,"Abstract Strategy, Dice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1855,Spirits of the Rice Paddy,2,4,90,90,90,2015,6.87865,6.03282,601,13,"Area Enclosure, Card Drafting, Simultaneous Action Selection, Tile Placement, Worker Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1529,"Farming, Mythology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,Ascension: Dawn of Champions,1,4,30,30,30,2015,7.4701,6.0327,386,13,"Card Drafting, Deck / Pool Building, Hand Management",0,0,0,0,0,1,1,0,0,0,0,0,0,0,877,"Card Game, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1857,Monza,2,6,10,10,10,2000,6.57759,6.03247,970,5,"Dice Rolling, Roll / Spin and Move",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1737,"Children's Game, Dice, Racing, Sports",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1858,Tiki Topple,2,4,20,20,20,2008,6.4106,6.03228,1340,10,"Hand Management, Pattern Recognition",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1869,"Abstract Strategy, Bluffing, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,Bargain Hunter,3,4,60,60,60,1998,6.78425,6.03217,658,10,Trick-taking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,Posthuman,1,4,120,30,120,2015,6.75669,6.03217,846,13,"Dice Rolling, Modular Board, Partnerships, Role Playing, Variable Player Powers",0,1,1,1,0,0,0,0,0,0,0,0,1,0,2333,"Adventure, Dice, Exploration, Fighting, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1861,Clippers,2,5,90,90,90,2002,6.62975,6.03208,886,10,Route/Network Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,"Economic, Nautical",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1862,Multiuniversum,1,5,40,20,40,2016,7.00104,6.03179,567,12,"Card Drafting, Hand Management, Pick-up and Deliver, Point to Point Movement, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1157,"Card Game, Science Fiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,Defenders of the Last Stand,1,5,120,120,120,2016,7.78927,6.03176,300,14,"Action Point Allowance System, Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,810,"Adventure, Dice, Fighting, Miniatures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1864,Burma,2,2,120,120,120,1999,7.86193,6.0317,287,12,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1102,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1865,Don't Mess with Cthulhu,4,8,30,1,30,2014,6.98058,6.03133,555,10,Partnerships,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1061,"Bluffing, Card Game, Horror, Negotiation",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1866,Hearts and Minds: Vietnam 1965-1975,2,2,180,180,180,2010,7.59205,6.03125,322,12,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,732,"Modern Warfare, Political, Vietnam War, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1867,Apotheca,1,4,30,30,0,2016,7.02461,6.03113,620,13,"Action Point Allowance System, Grid Movement, Partnerships, Variable Player Powers",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1419,"Abstract Strategy, Bluffing, Deduction, Puzzle",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1868,"Silent Victory: U.S. Submarines in the Pacific, 1941-45",1,2,120,120,120,2016,8.04713,6.03108,324,12,"Dice Rolling, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1115,"Nautical, Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1869,The Great War,2,2,60,60,60,2015,8.02962,6.03088,278,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,"Miniatures, Wargame, World War I",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1870,Thief's Market,3,5,50,30,50,2016,6.68481,6.03056,790,10,Dice Rolling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2394,"Dice, Fantasy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1871,Kuhhandel Master,2,6,60,60,60,2009,6.8131,6.02999,673,10,"Auction/Bidding, Set Collection, Simultaneous Action Selection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1306,"Animals, Bluffing, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,Explorers of the North Sea,1,4,60,45,60,2016,7.51495,6.02993,366,12,"Action Point Allowance System, Area Control / Area Influence, Modular Board, Pick-up and Deliver, Set Collection, Tile Placement, Variable Player Powers",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1149,"Exploration, Medieval, Nautical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,Dojo Kun,1,4,90,60,90,2015,7.27286,6.02969,437,13,"Betting/Wagering, Dice Rolling, Worker Placement",0,1,0,0,0,0,0,0,0,0,0,0,0,0,502,"Dice, Fighting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1874,"Warhammer 40,000",2,6,120,30,120,1993,6.3964,6.0291,1986,17,"Dice Rolling, Modular Board, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2932,"Fighting, Miniatures, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,Liberty: The American Revolution 1775-83,2,2,180,180,180,2003,7.1754,6.029,445,12,"Action Point Allowance System, Dice Rolling, Secret Unit Deployment",0,1,0,0,0,0,0,0,0,0,0,0,0,0,753,"Age of Reason, American Revolutionary War, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1876,Catch Phrase!,4,16,30,30,30,1994,6.34086,6.02872,2024,12,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,Party Game,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1877,DC Comics Deck-Building Game: Rivals ? Batman vs The Joker,2,2,30,30,30,2014,7.16052,6.0286,485,15,Deck / Pool Building,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1330,"Card Game, Comic Book / Strip",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,Grimoire,2,5,30,30,30,2010,6.47534,6.02852,1179,12,"Card Drafting, Set Collection, Simultaneous Action Selection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001,"Card Game, Mythology",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,Lagoon: Land of Druids,1,4,60,60,60,2014,6.55735,6.02841,1048,0,"Grid Movement, Modular Board, Rock-Paper-Scissors, Stock Holding, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,3019,"Adventure, Exploration, Fantasy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1880,Kakerlakenpoker Royal,2,6,25,15,25,2012,6.75864,6.02809,711,8,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1254,"Bluffing, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,Bombay,2,5,45,45,45,2009,6.3843,6.02797,1475,10,"Action Point Allowance System, Pick-up and Deliver, Point to Point Movement, Set Collection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1929,"Economic, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1882,Ticket to Ride: The Card Game,2,4,30,30,30,2008,6.19284,6.02772,3482,8,"Hand Management, Memory, Set Collection",0,0,0,0,1,1,0,0,0,0,1,0,0,0,5200,"Card Game, Trains",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,Krazy Wordz,3,7,45,45,0,2016,7.55852,6.02762,335,16,Simultaneous Action Selection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,"Party Game, Word Game",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1884,Leaping Lemmings,2,6,60,60,60,2010,6.48609,6.02718,1098,10,"Dice Rolling, Hand Management, Hex-and-Counter",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1334,"Animals, Humor, Racing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1885,PanzerBlitz,2,2,90,90,90,1970,6.46952,6.02709,1426,12,"Dice Rolling, Hex-and-Counter, Modular Board, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,3198,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1886,Kaosball: The Fantasy Sport of Total Domination,2,4,60,30,60,2014,6.99004,6.02698,538,14,"Area Control / Area Influence, Auction/Bidding, Hand Management, Partnerships, Variable Player Powers",1,0,1,1,0,1,0,0,0,0,0,0,0,0,1366,"Miniatures, Sports",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,Avenue,1,10,15,15,15,2016,7.06299,6.02599,482,8,"Line Drawing, Route/Network Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,"Farming, Transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,Caf_ International,2,4,60,45,60,1989,6.28254,6.02593,2011,10,"Hand Management, Pattern Building, Tile Placement",0,0,0,0,0,1,0,1,0,0,0,0,0,0,2569,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,City Tycoon,2,5,120,60,120,2011,6.59752,6.02592,854,10,"Card Drafting, Pattern Building, Pick-up and Deliver, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1025,"City Building, Economic, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1890,Lost Legends,3,5,70,70,70,2013,6.52222,6.02586,1024,10,Card Drafting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148,"Fantasy, Fighting",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1891,Kingdom of Solomon,2,4,60,60,60,2012,6.96528,6.02522,522,12,"Area Control / Area Influence, Area Enclosure, Commodity Speculation, Route/Network Building, Variable Phase Order, Worker Placement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,838,"Ancient, City Building, Economic, Religious",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1892,Wellington,2,4,180,180,180,2005,6.90709,6.02521,570,12,"Campaign / Battle Card Driven, Point to Point Movement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,"Napoleonic, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1893,Tanto Cuore: Expanding the House,2,4,45,45,45,2010,7.63196,6.02492,352,12,"Card Drafting, Deck / Pool Building, Hand Management",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1055,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,Livingstone,2,5,35,35,35,2009,6.44864,6.02491,1249,8,"Area Control / Area Influence, Dice Rolling",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1666,"Adventure, Dice, Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1895,Micropul,1,2,30,30,30,2004,6.80378,6.02485,686,9,"Hand Management, Modular Board, Pattern Building, Pattern Recognition, Tile Placement",0,0,0,0,0,1,0,1,0,0,0,0,0,0,988,"Abstract Strategy, Print & Play",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,Sleeping Queens,2,5,10,10,10,2005,6.41039,6.02483,1610,8,"Hand Management, Memory, Set Collection, Take That, Trick-taking",0,0,0,0,1,1,0,0,0,0,1,0,0,0,3313,"Bluffing, Card Game, Children's Game, Deduction, Educational, Fantasy, Math, Memory, Mythology, Number",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1897,EXIT: The Game ? The Secret Lab,1,6,90,45,90,2016,7.43549,6.02459,359,12,Co-operative Play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,Deduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,Coal Baron: The Great Card Game,2,4,80,50,80,2016,7.31067,6.02447,395,10,"Card Drafting, Hand Management, Set Collection, Worker Placement",0,0,0,0,1,1,0,0,0,0,0,0,0,0,855,"Card Game, Industry / Manufacturing, Trains",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,The Witcher Adventure Game,2,4,120,120,120,2014,6.5128,6.02427,1421,16,"Action Point Allowance System, Area Movement, Dice Rolling, Pick-up and Deliver, Set Collection, Variable Player Powers",0,1,1,0,1,0,0,0,0,0,0,0,0,0,2203,"Adventure, Fantasy, Novel-based, Travel, Video Game Theme",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1900,Midnight Party,2,8,30,30,30,1989,6.42605,6.02414,1325,8,"Dice Rolling, Press Your Luck, Roll / Spin and Move",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1951,"Children's Game, Racing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1901,War and Peace,2,6,240,240,240,1980,6.65238,6.02349,925,12,"Dice Rolling, Hex-and-Counter, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,2147,"Napoleonic, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1902,New York Slice,2,6,30,30,30,2017,7.08535,6.02344,475,8,"Area Control / Area Influence, Set Collection",1,0,0,0,1,0,0,0,0,0,0,0,0,0,910,Party Game,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1903,Cave Evil,2,4,180,180,180,2011,7.92595,6.02318,301,16,"Area Movement, Hand Management, Modular Board",0,0,0,0,0,1,0,0,0,0,0,0,0,0,588,"Adventure, Ancient, Exploration, Fantasy, Fighting, Horror",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1904,V-Commandos,1,4,180,30,180,2016,8.23187,6.02263,310,12,"Co-operative Play, Modular Board",0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,"Spies/Secret Agents, Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1905,Havoc: The Hundred Years War,2,6,60,60,60,2005,6.70513,6.02263,739,10,"Card Drafting, Hand Management",0,0,0,0,0,1,0,0,0,0,0,0,0,0,839,"Bluffing, Card Game, Medieval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Milestones,2,4,60,60,60,2012,6.60769,6.02262,827,10,"Route/Network Building, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1330,Territory Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1907,Letter Tycoon,2,5,30,30,30,2015,7.09572,6.0214,489,8,"Commodity Speculation, Hand Management, Set Collection, Variable Player Powers",0,0,1,0,1,1,0,0,0,0,0,0,0,0,971,"Economic, Word Game",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1908,Hands in the Sea,2,2,120,90,120,2016,8.06506,6.02111,255,14,Deck / Pool Building,0,0,0,0,0,0,1,0,0,0,0,0,0,0,724,"Ancient, Card Game, Wargame",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1909,Song of Blades and Heroes,2,6,45,45,45,2007,7.79179,6.02074,307,12,"Action Point Allowance System, Dice Rolling, Press Your Luck, Variable Phase Order, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,619,"Fantasy, Fighting, Miniatures, Print & Play, Wargame",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1910,British Rails,2,6,180,180,180,1984,6.9019,6.02074,613,12,"Crayon Rail System, Pick-up and Deliver, Route/Network Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,"Economic, Trains, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1911,Cthulhu Gloom,2,5,60,60,60,2011,6.45812,6.02044,1322,13,"Hand Management, Storytelling, Take That",0,0,0,0,0,1,0,0,0,1,0,0,0,0,3568,"Card Game, Fantasy, Horror",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1912,Nevermore,3,6,60,45,60,2015,6.77953,6.02012,700,14,"Card Drafting, Hand Management, Set Collection, Take That",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1231,"Animals, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,The Red Dragon Inn 4,2,4,60,60,60,2013,7.36799,6.01995,423,13,"Betting/Wagering, Hand Management, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1502,"Card Game, Fantasy, Humor, Medieval, Party Game",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1914,Empires of the Void,2,4,120,120,120,2012,6.87291,6.019,597,12,"Action Point Allowance System, Dice Rolling, Set Collection, Trading",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1125,"Science Fiction, Space Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Outlive,1,4,110,40,110,2017,8.12723,6.01896,332,14,Worker Placement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,Court of the Medici,2,2,25,25,25,2009,6.62472,6.01858,819,12,Hand Management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1352,"Card Game, Political, Renaissance",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,Mystery Rummy: Murders in the Rue Morgue,2,4,40,20,40,1999,6.73267,6.01844,701,8,"Hand Management, Partnerships, Set Collection",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1450,"Card Game, Murder/Mystery",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1918,Travel Carcassonne,2,5,45,30,45,2007,7.20209,6.01829,417,8,"Area Control / Area Influence, Tile Placement",1,0,0,0,0,0,0,1,0,0,0,0,0,0,946,"City Building, Medieval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,Master Labyrinth,2,4,30,20,30,1991,6.29195,6.01827,1936,10,Modular Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405,"Children's Game, Fantasy, Maze, Puzzle",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1920,Catan Geographies: Germany,3,4,60,60,60,2008,6.90439,6.01787,563,10,"Dice Rolling, Hand Management, Memory, Route/Network Building, Trading",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1012,Negotiation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,Simurgh,2,5,90,90,90,2015,6.97392,6.01722,528,12,"Modular Board, Tile Placement, Worker Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1092,"Fantasy, Farming",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1922,Car Wars,2,8,45,45,45,1981,6.32848,6.01697,1881,10,"Dice Rolling, Modular Board, Role Playing, Simulation, Variable Player Powers",0,1,1,0,0,0,0,0,1,0,0,0,1,0,3946,"Fighting, Racing, Science Fiction, Sports",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1923,EXIT: The Game ? The Pharaoh's Tomb,1,6,90,45,90,2016,7.53983,6.01641,324,12,Co-operative Play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,"Deduction, Real-time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,Ugg-Tect,4,8,45,45,45,2009,6.33737,6.01633,1524,8,"Acting, Partnerships, Pattern Building, Tile Placement",0,0,0,1,0,0,0,1,0,0,0,0,0,0,2303,"Humor, Party Game, Prehistoric, Real-time",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1925,Zero!,2,10,60,60,60,2001,6.9379,6.01606,554,12,"Campaign / Battle Card Driven, Hand Management",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1166,"Aviation / Flight, Card Game, Wargame, World War II",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1926,Band of Brothers: Ghost Panzer,2,2,90,90,90,2013,8.21308,6.01591,238,8,"Dice Rolling, Hex-and-Counter, Modular Board",0,1,0,0,0,0,0,0,0,0,0,0,0,0,948,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1927,Sewer Pirats,2,5,60,30,60,2012,6.73787,6.01589,697,10,"Card Drafting, Set Collection, Variable Player Powers",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1257,"Animals, Miniatures, Pirates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,Tycoon,2,4,90,90,90,1998,6.80242,6.01535,626,10,Area Control / Area Influence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,942,Economic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1929,The Korean War,1,2,960,180,960,1986,7.56328,6.01463,340,15,"Hex-and-Counter, Simulation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,991,"Korean War, Modern Warfare, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1930,Star Fleet Battles: Captain's Edition Basic Set,1,6,180,180,180,1990,7.3507,6.01458,401,12,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,940,"Movies / TV / Radio theme, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1931,Cheaty Mages!,3,6,30,30,30,2008,6.33535,6.01444,1612,12,"Betting/Wagering, Hand Management, Take That",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2872,"Card Game, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1932,Antics!,3,4,60,60,60,2010,6.96833,6.01441,503,10,"Action Point Allowance System, Pick-up and Deliver, Route/Network Building, Tile Placement, Variable Player Powers",0,0,1,0,0,0,0,1,0,0,0,0,0,0,545,"Animals, Exploration, Transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,1911 Amundsen vs Scott,2,2,20,20,20,2013,6.90406,6.0144,604,12,Card Drafting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,"Card Game, Exploration",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Goldbr_u,3,4,60,60,60,2004,6.4357,6.01437,1199,10,"Area Control / Area Influence, Simultaneous Action Selection, Stock Holding",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,Economic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1935,Battle For Souls,1,4,60,60,60,2013,7.22117,6.01408,476,14,"Deck / Pool Building, Hand Management, Partnerships, Press Your Luck, Set Collection",0,0,0,1,1,1,1,0,0,0,0,0,0,0,826,"Card Game, Religious",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Pairs,2,8,15,15,15,2014,6.39747,6.01355,1334,0,Press Your Luck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Toledo,2,4,60,45,60,2008,6.30241,6.01246,1726,10,"Hand Management, Point to Point Movement, Worker Placement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2356,"Industry / Manufacturing, Medieval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,Yardmaster,2,5,20,20,20,2014,6.47108,6.01241,1096,8,"Card Drafting, Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,2216,"Card Game, Trains, Transportation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,Dust Tactics: Revised Core Set,2,4,45,45,45,2011,7.45442,6.01203,398,14,"Action Point Allowance System, Dice Rolling, Modular Board",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1028,"Miniatures, Science Fiction, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1940,2nd Fleet,1,2,240,240,240,1986,7.16247,6.01199,465,12,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1164,"Modern Warfare, Nautical, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1941,Madame Ching,2,4,45,45,45,2014,6.57903,6.01057,856,8,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1379,"Card Game, Nautical, Pirates",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
